shipName,startGMTDate,sessionId,CONSUMED_QUANTITY,baseline_consumption,target_excess_ratio,bio_index_0_10,bio_class,additional_fuel_tons,additional_cost_usd,additional_co2_tons
BRUNO LIMA,2021-11-02 15:00:00,41300000747,9.11,13.488221759229349,-0.3245959206026206,0.1,Leve,-4.3782217592293495,-2189.1108796146746,-13.633782558240194
BRUNO LIMA,2021-11-06 01:45:00,41300000804,5.565,7.142623502749393,-0.2208745151052861,0.4,Leve,-1.5776235027493923,-788.8117513746962,-4.912719587561607
BRUNO LIMA,2021-11-06 15:00:00,41300000806,10.08,17.383721966633644,-0.4201471917609143,0.1,Leve,-7.303721966633644,-3651.860983316822,-22.743790204097166
BRUNO LIMA,2021-11-07 15:00:00,41300000808,10.08,20.138931564562697,-0.49947692271137223,0.0,Leve,-10.058931564562696,-5029.465782281348,-31.323512892048235
BRUNO LIMA,2021-11-18 03:20:00,41300000840,0.32,0.42305430906474556,-0.24359593285450687,0.3,Leve,-0.10305430906474555,-51.527154532372776,-0.32091111842761766
BRUNO LIMA,2021-11-18 04:00:00,41300000844,4.763,5.422718738521522,-0.12165829915445533,1.0,Leve,-0.659718738521522,-329.85936926076096,-2.0543641517560194
BRUNO LIMA,2021-11-18 15:00:00,41300000846,10.39,10.39,0.0,2.7,Leve,0.0,0.0,0.0
BRUNO LIMA,2021-11-19 15:00:00,41300000848,10.39,9.216876611130866,0.12727992772002597,5.7,Moderada,1.1731233888691346,586.5616944345672,3.653106232938485
BRUNO LIMA,2021-11-20 15:00:00,41300000850,5.2795,5.8918605198494856,-0.10393330218637446,1.2,Leve,-0.6123605198494859,-306.180259924743,-1.906890658811299
BRUNO LIMA,2021-11-21 01:15:00,41300000857,0.394,0.39610471441369904,-0.005313530329509849,2.6,Leve,-0.002104714413699027,-1.0523572068495135,-0.00655408068425877
BRUNO LIMA,2021-11-26 20:30:00,41300000888,9.0,12.12836457661468,-0.2579378742164991,0.3,Leve,-3.128364576614681,-1564.1822883073405,-9.741727291578115
BRUNO LIMA,2021-11-27 15:00:00,41300000890,7.5,8.890842846991902,-0.15643543260496104,0.7,Leve,-1.3908428469919016,-695.4214234959509,-4.331084625532782
BRUNO LIMA,2021-11-28 04:45:00,41300000897,0.21,0.16476968262169844,0.2745063087980069,8.5,Severa,0.04523031737830155,22.615158689150775,0.140847208316031
BRUNO LIMA,2021-12-08 11:15:00,41300000920,2.5,1.714796223313298,0.45789917543062086,9.7,Severa,0.7852037766867019,392.601888343351,2.4451245606023897
BRUNO LIMA,2021-12-08 15:00:00,41300000922,10.0,8.740185074923312,0.14414053183968092,6.1,Moderada,1.2598149250766877,629.9074625383438,3.9230636766888054
BRUNO LIMA,2021-12-09 15:00:00,41300000924,3.5,5.230851780965504,-0.33089291255850223,0.1,Leve,-1.7308517809655042,-865.425890482752,-5.38987244592658
BRUNO LIMA,2021-12-09 23:30:00,41300000930,0.2,0.1455006488760545,0.37456431668817564,9.4,Severa,0.05449935112394552,27.24967556197276,0.16971097939996635
BRUNO LIMA,2021-12-13 15:00:00,41300000958,12.0,13.757564222849034,-0.12775257264872592,0.9,Leve,-1.7575642228490336,-878.7821114245168,-5.4730549899518905
BRUNO LIMA,2021-12-14 15:00:00,41300000960,4.0,5.896043316454957,-0.3215789326315479,0.1,Leve,-1.896043316454957,-948.0216582274785,-5.904278887440736
BRUNO LIMA,2021-12-19 12:55:00,41300000976,0.2,0.15290126613036548,0.30803364198094724,8.9,Severa,0.047098733869634535,23.549366934817268,0.14666545727004193
BRUNO LIMA,2021-12-23 15:00:00,41300000994,11.0,14.334493699721762,-0.23262026337117755,0.3,Leve,-3.3344936997217616,-1667.2468498608807,-10.383613380933566
BRUNO LIMA,2021-12-24 23:45:00,41300001002,0.2,0.13037616273400196,0.5340227523649937,9.9,Severa,0.06962383726599805,34.811918632999024,0.2168086292463179
BRUNO LIMA,2021-12-25 20:30:00,41300001014,9.0,7.657755991686822,0.1752790255748947,6.8,Moderada,1.3422440083131777,671.1220041565889,4.179747841887235
BRUNO LIMA,2021-12-28 15:15:00,41300001028,0.4,0.3108150887100775,0.286938808730462,8.7,Severa,0.08918491128992251,44.592455644961255,0.2777218137568187
BRUNO LIMA,2021-12-29 14:35:00,41300001037,1.0,0.5406826837375077,0.8495136428032585,10.0,Severa,0.4593173162624923,229.65865813124614,1.430314122841401
BRUNO LIMA,2022-01-01 07:45:00,41300001087,3.0,4.026811113084002,-0.2549936126250534,0.3,Leve,-1.026811113084002,-513.405556542001,-3.197489806143582
BRUNO LIMA,2022-01-01 15:00:00,41300001089,8.2,11.12145367573801,-0.2626863143000185,0.3,Leve,-2.921453675738011,-1460.7268378690055,-9.097406746248165
BRUNO LIMA,2022-01-02 15:00:00,41300001091,8.0,8.699056122405715,-0.08035999682829859,1.4,Leve,-0.6990561224057146,-349.5280612028573,-2.176860765171395
BRUNO LIMA,2022-01-03 15:00:00,41300001093,6.0,6.487514644180505,-0.07514659633451781,1.5,Leve,-0.4875146441805054,-243.7573220902527,-1.5181206019780937
BRUNO LIMA,2022-01-04 05:00:00,41300001101,0.4,0.3422018722748181,0.16890067649532026,6.7,Moderada,0.05779812772518195,28.899063862590975,0.17998336973621656
BRUNO LIMA,2022-01-05 03:20:00,41300001109,0.2,0.35404593975018395,-0.4351015573258072,0.0,Leve,-0.15404593975018394,-77.02296987509197,-0.4796990563820728
BRUNO LIMA,2022-01-08 16:05:00,41300001130,0.2,0.11623000422240964,0.7207260839231662,10.0,Severa,0.08376999577759037,41.88499788879518,0.2608597668514164
BRUNO LIMA,2022-01-12 20:45:00,41300001139,0.3,0.2786092935255776,0.0767767155350064,4.4,Leve,0.021390706474422372,10.695353237211187,0.06661065996135127
BRUNO LIMA,2022-01-12 21:30:00,41300001143,7.0,7.706300447273461,-0.09165233721498028,1.3,Leve,-0.7063004472734606,-353.15022363673035,-2.1994195928095563
BRUNO LIMA,2022-01-13 15:00:00,41300001145,10.0,18.462172639437348,-0.45835193964989596,0.0,Leve,-8.462172639437348,-4231.0863197186745,-26.3512055992079
BRUNO LIMA,2022-01-15 15:00:00,41300001149,8.0,14.938013203132376,-0.46445354604972056,0.0,Leve,-6.9380132031323765,-3469.0066015661882,-21.60497311455422
BRUNO LIMA,2022-01-18 18:55:00,41300001191,8.0,11.039613967049068,-0.27533697972788523,0.2,Leve,-3.0396139670490676,-1519.8069835245337,-9.465357893390797
BRUNO LIMA,2022-01-19 15:00:00,41300001193,9.0,16.11342525404906,-0.44145953711868696,0.0,Leve,-7.113425254049059,-3556.7126270245294,-22.151206241108767
BRUNO LIMA,2022-01-20 15:00:00,41300001195,8.0,15.630426698246298,-0.4881777603104345,0.0,Leve,-7.630426698246298,-3815.213349123149,-23.76114873833897
BRUNO LIMA,2022-01-24 15:00:00,41300001203,1.0,0.7855413427337549,0.2730074734448853,8.5,Severa,0.21445865726624513,107.22932863312256,0.6678242587270873
BRUNO LIMA,2022-01-26 17:20:00,41300001232,3.19,2.2722269613806114,0.40390905231656393,9.5,Severa,0.9177730386193885,458.8865193096943,2.857945242260776
BRUNO LIMA,2022-01-26 17:30:00,41300001237,11.18,11.526421306884556,-0.030054541445369877,2.1,Leve,-0.3464213068845563,-173.21065344227816,-1.0787559496385082
BRUNO LIMA,2022-01-27 15:00:00,41300001239,11.4,12.868760072811583,-0.11413376770577134,1.1,Leve,-1.4687600728115822,-734.3800364057911,-4.573718866735267
BRUNO LIMA,2022-01-28 15:00:00,41300001241,11.0,11.89517777776186,-0.07525551904196029,1.5,Leve,-0.8951777777618606,-447.5888888809303,-2.787583599950434
BRUNO LIMA,2022-01-29 15:00:00,41300001243,8.4,12.317822831824822,-0.31806130720621967,0.2,Leve,-3.9178228318248216,-1958.9114159124108,-12.200100298302495
BRUNO LIMA,2022-01-31 07:30:00,41300001356,3.38,4.977838026541673,-0.3209903612817556,0.1,Leve,-1.597838026541673,-798.9190132708364,-4.975667614650769
BRUNO LIMA,2022-01-31 15:00:00,41300001358,10.8,20.644699684757754,-0.4768633031763703,0.0,Leve,-9.844699684757753,-4922.349842378877,-30.65639481833564
BRUNO LIMA,2022-02-01 15:00:00,41300001360,10.8,18.065564810707507,-0.4021775619437698,0.1,Leve,-7.265564810707506,-3632.782405353753,-22.624968820543174
BRUNO LIMA,2022-02-02 15:00:00,41300001362,1.35,1.9593140219085083,-0.3109833416671994,0.2,Leve,-0.6093140219085083,-304.65701095425413,-1.8974038642230946
BRUNO LIMA,2022-02-02 18:00:00,41300001371,0.41,0.355152449208557,0.1544338238794877,6.3,Moderada,0.05484755079144299,27.423775395721496,0.17079527316455345
BRUNO LIMA,2022-02-12 07:30:00,41300001397,3.38,5.110784916678376,-0.33865344460694996,0.1,Leve,-1.7307849166783758,-865.3924583391879,-5.389664230536462
BRUNO LIMA,2022-02-12 15:00:00,41300001399,10.8,13.475702417023065,-0.19855754707398454,0.5,Leve,-2.6757024170230643,-1337.8512085115321,-8.332137326609821
BRUNO LIMA,2022-02-13 15:00:00,41300001401,10.8,14.549366688886561,-0.25769964899918907,0.3,Leve,-3.7493666888865604,-1874.6833444432802,-11.675527869192749
BRUNO LIMA,2022-02-14 15:00:00,41300001403,2.7,4.460103873449733,-0.39463293308645625,0.1,Leve,-1.760103873449733,-880.0519367248664,-5.480963461922468
BRUNO LIMA,2022-02-16 00:00:00,41300001481,6.75,9.955676053083346,-0.32199481341003705,0.1,Leve,-3.205676053083346,-1602.8380265416731,-9.982475229301539
BRUNO LIMA,2022-02-16 15:00:00,41300001483,10.8,19.077979376083398,-0.43390231286552633,0.0,Leve,-8.277979376083398,-4138.989688041699,-25.777627777123698
BRUNO LIMA,2022-02-17 15:00:00,41300001485,9.68,14.9012179543573,-0.35038867093616005,0.1,Leve,-5.2212179543573,-2610.60897717865,-16.258872709868633
BRUNO LIMA,2022-02-25 11:30:00,41300001511,0.68,0.4394389436101568,0.5474277141064089,9.9,Severa,0.24056105638984324,120.28052819492162,0.7491071295979718
BRUNO LIMA,2022-02-25 13:00:00,41300001515,0.9,0.8911089378174628,0.00997752553611855,2.9,Leve,0.008891062182537213,4.445531091268606,0.02768676763642088
BRUNO LIMA,2022-02-25 15:00:00,41300001517,10.8,9.798916208629638,0.10216270555398109,5.1,Moderada,1.0010837913703625,500.54189568518126,3.117374926327309
BRUNO LIMA,2022-02-26 15:00:00,41300001519,10.8,10.918027976716349,-0.010810375002523655,2.5,Leve,-0.11802797671634835,-59.013988358174174,-0.36753911949470874
BRUNO LIMA,2022-02-27 15:00:00,41300001521,8.78,11.482063888057132,-0.2353291110727608,0.3,Leve,-2.7020638880571326,-1351.0319440285664,-8.41422694740991
BRUNO LIMA,2022-03-01 17:05:00,41300001535,0.41,0.25522873833362664,0.6064021735046993,9.9,Severa,0.15477126166637334,77.38563083318667,0.48195770882908656
BRUNO LIMA,2022-03-04 12:15:00,41300001547,1.24,1.8070031782398237,-0.3137809523899861,0.2,Leve,-0.5670031782398237,-283.50158911991184,-1.765647897038811
BRUNO LIMA,2022-03-04 15:00:00,41300001549,10.8,14.300406055619028,-0.24477668969711672,0.3,Leve,-3.5004060556190275,-1750.2030278095137,-10.900264457197652
BRUNO LIMA,2022-03-05 15:00:00,41300001551,10.8,17.453177989587704,-0.38120152063749574,0.1,Leve,-6.653177989587704,-3326.5889947938517,-20.717996259576108
BRUNO LIMA,2022-03-06 15:00:00,41300001553,4.5,7.048905333174485,-0.3616030025511183,0.1,Leve,-2.548905333174485,-1274.4526665872424,-7.9372912075053454
BRUNO LIMA,2022-03-11 22:45:00,41300001583,0.79,0.6566512984723021,0.2030738412273507,7.4,Severa,0.13334870152769795,66.67435076384898,0.41524785655725144
BRUNO LIMA,2022-03-12 00:30:00,41300001591,6.53,8.396657963332725,-0.22230963455748862,0.4,Leve,-1.8666579633327247,-933.3289816663623,-5.812772897818104
BRUNO LIMA,2022-03-12 15:00:00,41300001594,10.8,16.061120836130346,-0.32756872261960535,0.1,Leve,-5.261120836130345,-2630.5604180651726,-16.383130283709896
BRUNO LIMA,2022-03-13 15:00:00,41300001596,10.8,16.207908545933755,-0.33365862909502236,0.1,Leve,-5.407908545933754,-2703.954272966877,-16.84022721203771
BRUNO LIMA,2022-03-20 15:45:00,41300001639,10.46,17.437673121204337,-0.40014932455176233,0.1,Leve,-6.977673121204337,-3488.8365606021684,-21.728474099430304
BRUNO LIMA,2022-03-21 15:00:00,41300001642,10.8,18.96427439286642,-0.43050813459741355,0.0,Leve,-8.164274392866421,-4082.1371964332106,-25.423550459386036
BRUNO LIMA,2022-03-22 15:00:00,41300001644,10.8,18.27791356078496,-0.40912293057500454,0.1,Leve,-7.477913560784959,-3738.9567803924797,-23.286222828284362
BRUNO LIMA,2022-03-23 15:00:00,41300001646,1.43,2.016860453372183,-0.2909772227379214,0.2,Leve,-0.5868604533721828,-293.43022668609143,-1.8274834518009773
BRUNO LIMA,2022-03-23 23:35:00,41300001654,2.55,4.847156345973144,-0.4739183517118331,0.0,Leve,-2.2971563459731446,-1148.5781729865723,-7.153344861360372
BRUNO LIMA,2022-03-26 18:00:00,41300001681,2.93,3.5521786394531922,-0.1751540962897541,0.6,Leve,-0.6221786394531921,-311.08931972659605,-1.93746428325724
BRUNO LIMA,2022-03-27 00:30:00,41300001683,6.53,8.256938335538551,-0.20914996156694843,0.4,Leve,-1.7269383355385513,-863.4691677692756,-5.377685976867048
BRUNO LIMA,2022-03-27 15:00:00,41300001685,10.8,10.805278152831518,-0.0004884791262993775,2.7,Leve,-0.005278152831516891,-2.6390764157584456,-0.0164361679173436
BRUNO LIMA,2022-03-28 15:00:00,41300001688,10.8,11.908232102512839,-0.093064368663001,1.3,Leve,-1.1082321025128383,-554.1160512564192,-3.4510347672249786
BRUNO LIMA,2022-03-29 15:00:00,41300001690,10.8,10.010968434118883,0.07881670700228956,4.5,Leve,0.7890315658811174,394.5157829405587,2.4570442961537995
BRUNO LIMA,2022-03-30 15:00:00,41300001692,1.13,0.6479790886897925,0.7438834365547954,10.0,Severa,0.48202091131020736,241.01045565510367,1.5010131178199857
BRUNO LIMA,2022-04-04 07:00:00,41300001719,3.6,5.007775591160051,-0.28111794658792605,0.2,Leve,-1.4077755911600511,-703.8877955800256,-4.383813190872399
BRUNO LIMA,2022-04-04 15:00:00,41300001721,10.8,18.43789439482537,-0.41424981786255155,0.1,Leve,-7.63789439482537,-3818.947197412685,-23.784403145486202
BRUNO LIMA,2022-04-05 15:00:00,41300001723,10.0,16.355587901962327,-0.3885881657118415,0.1,Leve,-6.355587901962327,-3177.7939509811636,-19.791300726710684
BRUNO LIMA,2022-04-06 15:00:00,41300001725,9.6,13.539448272906968,-0.29096076837857404,0.2,Leve,-3.9394482729069686,-1969.7241364534843,-12.2674419218323
BRUNO LIMA,2022-04-07 22:35:00,41300001733,3.0,3.3765785324694666,-0.11152666192959985,1.1,Leve,-0.3765785324694666,-188.2892662347333,-1.172665550109919
BRUNO LIMA,2022-04-09 23:40:00,41300001759,2.44,4.21847898239494,-0.42159247203010863,0.1,Leve,-1.7784789823949398,-889.2394911974699,-5.538183551177842
BRUNO LIMA,2022-04-10 05:05:00,41300001761,4.46,4.182161318694881,0.06643423343407126,4.2,Leve,0.277838681305119,138.9193406525595,0.8651896535841406
BRUNO LIMA,2022-04-10 15:00:00,41300001763,10.8,11.640530109648367,-0.07220720205445666,1.5,Leve,-0.8405301096483662,-420.2650548241831,-2.617410761445012
BRUNO LIMA,2022-04-11 15:00:00,41300001765,10.8,18.118860821793444,-0.4039360362540169,0.1,Leve,-7.318860821793443,-3659.4304108967217,-22.79093259906478
BRUNO LIMA,2022-04-12 15:00:00,41300001767,10.8,11.405967360609326,-0.05312722204536919,1.8,Leve,-0.6059673606093252,-302.9836803046626,-1.8869823609374385
BRUNO LIMA,2022-04-13 15:00:00,41300001769,1.91,2.151493067915327,-0.1122444090183939,1.1,Leve,-0.2414930679153271,-120.74653395766354,-0.7520094134883285
BRUNO LIMA,2022-04-13 19:15:00,41300001776,0.26,0.1851319607390076,0.4044036424728343,9.5,Severa,0.07486803926099242,37.43401963049621,0.23313907425873037
BRUNO LIMA,2022-04-16 19:45:00,41300001798,8.66,11.067537531494011,-0.21753145400619361,0.4,Leve,-2.407537531494011,-1203.7687657470055,-7.4970718730723505
BRUNO LIMA,2022-04-17 15:00:00,41300001800,10.8,15.305006883217429,-0.29434856956237987,0.2,Leve,-4.505006883217428,-2252.503441608714,-14.02859143433907
BRUNO LIMA,2022-04-18 15:00:00,41300001802,10.8,13.179767662580169,-0.1805621861860869,0.6,Leve,-2.379767662580168,-1189.883831290084,-7.410596501274642
BRUNO LIMA,2022-04-19 15:00:00,41300001805,9.23,6.005665562672143,0.5368821163416951,9.9,Severa,3.2243344373278577,1612.167218663929,10.040577437838948
BRUNO LIMA,2022-04-20 11:30:00,41300001807,2.48,4.088962083350387,-0.39348911791132235,0.1,Leve,-1.6089620833503866,-804.4810416751933,-5.010307927553104
BRUNO LIMA,2022-04-22 15:45:00,41300001833,2.81,3.839876081124698,-0.26820555126431256,0.2,Leve,-1.0298760811246979,-514.938040562349,-3.207034116622309
BRUNO LIMA,2022-04-22 22:00:00,41300001835,7.65,9.381171534539993,-0.18453681698134314,0.5,Leve,-1.7311715345399927,-865.5857672699964,-5.390868158557537
BRUNO LIMA,2022-04-23 15:00:00,41300001838,10.8,12.548763291714383,-0.13935742121050645,0.8,Leve,-1.7487632917143827,-874.3816458571914,-5.445648890398587
BRUNO LIMA,2022-04-24 15:00:00,41300001841,10.8,10.010968434118883,0.07881670700228956,4.5,Leve,0.7890315658811174,394.5157829405587,2.4570442961537995
BRUNO LIMA,2022-04-25 15:00:00,41300001843,10.8,10.226058061586361,0.05612543317836438,3.9,Leve,0.5739419384136397,286.97096920681986,1.787255196220074
BRUNO LIMA,2022-04-26 15:00:00,41300001845,10.8,13.60105671613474,-0.20594405086274556,0.4,Leve,-2.80105671613474,-1400.52835806737,-8.72249061404358
BRUNO LIMA,2022-04-27 15:00:00,41300001847,10.8,13.470487467310939,-0.1982472775236572,0.5,Leve,-2.670487467310938,-1335.243733655469,-8.31589797320626
BRUNO LIMA,2022-04-28 15:00:00,41300001850,10.8,18.598806023827567,-0.41931756338746956,0.1,Leve,-7.7988060238275665,-3899.4030119137833,-24.285481958199043
BRUNO LIMA,2022-04-30 03:00:00,41300001858,5.4,6.462444034598916,-0.16440282173598045,0.7,Leve,-1.062444034598916,-531.222017299458,-3.308450723741024
BRUNO LIMA,2022-04-30 15:00:00,41300001862,10.8,8.839535696117894,0.2217836288328011,7.7,Severa,1.960464303882107,980.2321519410535,6.104885842288881
BRUNO LIMA,2022-05-03 13:15:00,41300001879,10.13,15.612780330324792,-0.35117257876712427,0.1,Leve,-5.4827803303247915,-2741.3901651623955,-17.0733779486314
BRUNO LIMA,2022-05-04 11:45:00,41300001885,0.94,0.5627533790990384,0.6703586951444501,10.0,Severa,0.3772466209009615,188.62331045048074,1.1747459774855942
BRUNO LIMA,2022-05-05 20:45:00,41300001898,8.21,6.2055919116170815,0.3230003063254286,9.0,Severa,2.0044080883829194,1002.2040441914597,6.241726787224411
BRUNO LIMA,2022-05-06 15:00:00,41300001900,10.8,16.53742910996804,-0.3469359760707768,0.1,Leve,-5.737429109968041,-2868.71455498402,-17.866354248440476
BRUNO LIMA,2022-05-07 15:00:00,41300001902,10.8,17.701623682050844,-0.3898864762925096,0.1,Leve,-6.901623682050843,-3450.8118410254215,-21.491656145906326
BRUNO LIMA,2022-05-09 15:00:00,41300001906,10.8,18.18218486378777,-0.40601197925835464,0.1,Leve,-7.382184863787771,-3691.0924318938855,-22.98812366583512
BRUNO LIMA,2022-05-10 15:00:00,41300001908,2.3,4.165864977382875,-0.4478937717647943,0.0,Leve,-1.8658649773828753,-932.9324886914376,-5.810303539570273
BRUNO LIMA,2022-05-10 20:15:00,41300001915,0.3,0.3564938669223684,-0.15847079617409168,0.7,Leve,-0.05649386692236841,-28.246933461184202,-0.1759219015962552
BRUNO LIMA,2022-05-13 20:30:00,41300001936,8.33,14.902461291538554,-0.44103193177024536,0.0,Leve,-6.572461291538554,-3286.230645769277,-20.466644461851057
BRUNO LIMA,2022-05-14 15:00:00,41300001939,10.8,12.698455361270424,-0.14950285741528893,0.8,Leve,-1.8984553612704236,-949.2276806352118,-5.911789994996099
BRUNO LIMA,2022-05-15 15:00:00,41300001941,9.68,12.737146769957814,-0.2400181787312434,0.3,Leve,-3.0571467699578143,-1528.5733849789071,-9.519955041648634
BRUNO LIMA,2022-05-19 16:15:00,41300001967,10.24,13.780600282399144,-0.25692641901247715,0.3,Leve,-3.540600282399143,-1770.3001411995715,-11.02542927939093
BRUNO LIMA,2022-05-20 15:00:00,41300001969,10.8,20.278175183146327,-0.46740769805676907,0.0,Leve,-9.478175183146327,-4739.087591573163,-29.51503752031766
BRUNO LIMA,2022-05-21 15:00:00,41300001971,10.8,20.278175183146327,-0.46740769805676907,0.0,Leve,-9.478175183146327,-4739.087591573163,-29.51503752031766
BRUNO LIMA,2022-05-22 15:00:00,41300001973,7.3,12.420608707892477,-0.41226713024448375,0.1,Leve,-5.120608707892477,-2560.3043539462383,-15.945575516377172
BRUNO LIMA,2022-05-27 10:15:00,41300002001,2.14,2.8597940651608296,-0.2516943698602821,0.3,Leve,-0.7197940651608296,-359.89703258041476,-2.2414387189108234
BRUNO LIMA,2022-05-27 15:00:00,41300002003,10.8,14.284035291500095,-0.24391113718217397,0.3,Leve,-3.484035291500094,-1742.017645750047,-10.849285897731292
BRUNO LIMA,2022-05-28 15:00:00,41300002005,10.8,14.41629404147372,-0.2508476888075487,0.3,Leve,-3.616294041473718,-1808.147020736859,-11.261139645149157
BRUNO LIMA,2022-05-29 15:00:00,41300002007,10.8,13.098781847372981,-0.1754958494735151,0.6,Leve,-2.2987818473729806,-1149.3909236864904,-7.158406672719462
BRUNO LIMA,2022-05-30 15:00:00,41300002009,4.39,4.679186361879659,-0.06180270233209765,1.7,Leve,-0.2891863618796595,-144.59318093982975,-0.9005263308932597
BRUNO LIMA,2022-06-02 12:45:00,41300002034,1.01,1.584257242690814,-0.3624772715038721,0.1,Leve,-0.5742572426908139,-287.12862134540694,-1.7882370537391945
BRUNO LIMA,2022-06-02 15:00:00,41300002036,10.8,16.89874392203535,-0.36089924494818865,0.1,Leve,-6.09874392203535,-3049.371961017675,-18.991488573218078
BRUNO LIMA,2022-06-03 15:00:00,41300002040,1.91,2.7374392750370773,-0.30226762748038316,0.2,Leve,-0.8274392750370774,-413.71963751853866,-2.576645902465459
BRUNO LIMA,2022-06-07 14:30:00,41300002073,0.23,0.2455822802030288,-0.06345034417852356,1.6,Leve,-0.01558228020302879,-7.7911401015143955,-0.04852322055223165
BRUNO LIMA,2022-06-07 15:00:00,41300002075,10.8,13.743728848215584,-0.21418705801939494,0.4,Leve,-2.9437288482155832,-1471.8644241077916,-9.166771633343325
BRUNO LIMA,2022-06-08 15:00:00,41300002081,4.73,4.916117754166367,-0.03785868514004446,2.0,Leve,-0.186117754166367,-93.0588770831835,-0.5795706864740668
BRUNO LIMA,2022-06-13 13:45:00,41300002108,0.56,0.7792784326493463,-0.2813865025159954,0.2,Leve,-0.2192784326493462,-109.6392163246731,-0.6828330392700641
BRUNO LIMA,2022-06-13 15:00:00,41300002110,10.8,15.386913685991706,-0.29810485582743246,0.2,Leve,-4.586913685991705,-2293.4568429958526,-14.28364921817817
BRUNO LIMA,2022-06-14 15:00:00,41300002112,10.8,12.733458558369122,-0.15184080189261284,0.7,Leve,-1.9334585583691215,-966.7292791845607,-6.020789950761444
BRUNO LIMA,2022-06-15 15:00:00,41300002114,10.8,17.39799318032419,-0.3792387496614275,0.1,Leve,-6.597993180324188,-3298.996590162094,-20.54615076352952
BRUNO LIMA,2022-06-16 15:00:00,41300002116,3.15,6.07221948790996,-0.48124404819822797,0.0,Leve,-2.92221948790996,-1461.10974395498,-9.099791485351615
BRUNO LIMA,2022-06-18 20:00:00,41300002139,8.55,14.819071482251285,-0.42304077483934904,0.1,Leve,-6.2690714822512845,-3134.5357411256423,-19.5218885957305
BRUNO LIMA,2022-06-19 15:00:00,41300002142,10.8,18.045173704832894,-0.40150202061465756,0.1,Leve,-7.245173704832894,-3622.586852416447,-22.56147091684963
